tsne_1,tsne_2,cluster_gmm,pivote3,pivote5,pivote10,pivote15
5.33452512172516e-05,2.55706327152438e-05,2,0.0000,0.0000,0.0000,0.0000
1.31249980768189e-05,1.81268005690072e-05,2,0.0000,0.0000,0.0000,0.0000
5.93944605498109e-05,-5.61926253794809e-06,2,0.0000,0.0000,0.0000,0.0000
5.93944605498109e-05,-5.61926253794809e-06,2,0.0000,0.0000,0.0000,0.0000
-2.39900182350539e-05,5.2833762310911e-05,2,0.0000,0.0000,0.0000,0.0000
6.10160241194535e-05,-3.69871995644644e-05,2,0.0000,0.0000,0.0000,0.0000
6.10160241194535e-05,-3.69871995644644e-05,2,0.0000,0.0000,0.0000,0.0000
1.27064786283881e-05,3.16299556288868e-05,2,0.0000,0.0000,0.0000,0.0667
-1.56786591105629e-05,5.47769968761713e-06,2,0.0000,0.0000,0.0000,0.1333
3.96585855924059e-05,-7.37135196686722e-05,2,0.0000,0.0000,0.0000,0.2000
3.53320574504323e-05,3.20134568028152e-05,2,0.0000,0.0000,0.0000,0.2667
4.56111338280607e-05,3.96259711124003e-05,2,0.0000,0.0000,0.0000,0.3333
-2.14344818232348e-05,-1.64388511620928e-05,2,0.0000,0.0000,0.1000,0.4000
-2.14344818232348e-05,-1.64388511620928e-05,2,0.0000,0.0000,0.2000,0.4667
1.44990235639852e-05,4.59123657492455e-06,2,0.0000,0.0000,0.3000,0.5333
3.92534566344693e-05,1.18406233013957e-05,2,0.0000,0.0000,0.4000,0.5333
2.11647038668161e-05,-3.6688939871965e-05,2,0.0000,0.0000,0.5000,0.5333
1.3028506145929e-05,-7.4986026447732e-05,2,0.0000,0.2000,0.6000,0.5333
9.54776551225223e-05,3.30095754179638e-05,2,0.0000,0.4000,0.7000,0.5333
9.54776551225223e-05,3.30095754179638e-05,2,0.3333,0.6000,0.8000,0.6000
1.44990235639852e-05,4.59123657492455e-06,2,0.6667,0.8000,0.8000,0.6667
3.92534566344693e-05,1.18406233013957e-05,2,1.0000,1.0000,0.8000,0.6667
-1.34889214677969e-05,5.47776216990314e-05,2,1.0000,1.0000,0.7000,0.6000
-2.34590570471482e-05,0.000101068122603465,2,1.0000,1.0000,0.6000,0.5333
-1.21449666039553e-05,4.37637645518407e-05,2,1.0000,1.0000,0.6000,0.4667
3.16584519168828e-05,2.55415125138825e-05,2,1.0000,0.8000,0.6000,0.4667
1.98589259525761e-05,-2.74689155048691e-05,2,1.0000,0.6000,0.5000,0.4000
3.06076253764331e-05,0.00010414888674859,2,0.6667,0.4000,0.4000,0.3333
7.84133862907765e-06,7.23038319847547e-05,2,0.3333,0.2000,0.3000,0.2667
